words,good_probs,Length,Thresh,Flag
tytan,0.053935429,5,0.05409819,TRUE
rendezvous,0.053948331,10,0.05409819,TRUE
sataih,0.053950831,6,0.05409819,TRUE
sanjeev,0.053960762,7,0.05409819,TRUE
bhukya,0.053967933,6,0.05409819,TRUE
stigma,0.05396842,6,0.05409819,TRUE
sectorbgurugram,0.053969303,15,0.05409819,TRUE
dawoodi,0.053970282,7,0.05409819,TRUE
aarnath,0.053970704,7,0.05409819,TRUE
chauhans,0.053981995,8,0.05409819,TRUE
audumbar,0.053988689,8,0.05409819,TRUE
custom,0.053988705,6,0.05409819,TRUE
munrika,0.053991158,7,0.05409819,TRUE
touch,0.053992998,5,0.05409819,TRUE
kitesbehind,0.053999085,11,0.05409819,TRUE
techno,0.054007398,6,0.05409819,TRUE
samaikyaas,0.054022607,10,0.05409819,TRUE
navkal,0.054024488,6,0.05409819,TRUE
pravhya,0.054032153,7,0.05409819,TRUE
cloudnine,0.054036567,9,0.05409819,TRUE
tanishq,0.054039685,7,0.05409819,TRUE
aarav,0.054041599,5,0.05409819,TRUE
zoneg,0.054043106,5,0.05409819,TRUE
gouravv,0.054043465,7,0.05409819,TRUE
infracon,0.054050788,8,0.05409819,TRUE
condominiums,0.054052227,12,0.05409819,TRUE
fatak,0.054060942,5,0.05409819,TRUE
sucasacounty,0.054064882,12,0.05409819,TRUE
aikhya,0.054064907,6,0.05409819,TRUE
rasoi,0.054065481,5,0.05409819,TRUE
nischels,0.054065554,8,0.05409819,TRUE
societyb,0.054072496,8,0.05409819,TRUE
epark,0.054075726,5,0.05409819,TRUE
rdphase,0.054079475,7,0.05409819,TRUE
enrich,0.054086847,6,0.05409819,TRUE
jheel,0.054088292,5,0.05409819,TRUE
devismruti,0.054100273,10,0.05409819,FALSE
navniti,0.054102787,7,0.05409819,FALSE
tirumalgiri,0.054104456,11,0.05409819,FALSE
apartmentvgp,0.054113208,12,0.05409819,FALSE
constructionmaanas,0.054118237,18,0.05409819,FALSE
roystonea,0.054129837,9,0.05409819,FALSE
hieghts,0.054133727,7,0.05409819,FALSE
spire,0.054134903,5,0.05409819,FALSE
royaljade,0.054135021,9,0.05409819,FALSE
pakiza,0.054136319,6,0.05409819,FALSE
ahobilam,0.054137776,8,0.05409819,FALSE
limra,0.054142986,5,0.05409819,FALSE
ridgewing,0.054145775,9,0.05409819,FALSE
khirki,0.054157303,6,0.05409819,FALSE
bachuali,0.05415847,8,0.05409819,FALSE
aibani,0.054161317,6,0.05409819,FALSE
abhijeet,0.054161745,8,0.05409819,FALSE
masjid,0.054170839,6,0.05409819,FALSE
kbsarani,0.054175491,8,0.05409819,FALSE
scottish,0.054177667,8,0.05409819,FALSE
hungerford,0.054183141,10,0.05409819,FALSE
aarmane,0.054186494,7,0.05409819,FALSE
shyamkunj,0.05418675,9,0.05409819,FALSE
mohid,0.054187028,5,0.05409819,FALSE
palmkolshet,0.054203923,11,0.05409819,FALSE
lalezaar,0.054221257,8,0.05409819,FALSE
dutta,0.05422285,5,0.05409819,FALSE
hamlet,0.05422307,6,0.05409819,FALSE
chivdagully,0.054223889,11,0.05409819,FALSE
raasi,0.054229943,5,0.05409819,FALSE
complexashok,0.054232378,12,0.05409819,FALSE
maathrukrupa,0.054232838,12,0.05409819,FALSE
amritpuri,0.054244447,9,0.05409819,FALSE
gaikwad,0.054248173,7,0.05409819,FALSE
tribe,0.054255645,5,0.05409819,FALSE
cabdiments,0.054263897,10,0.05409819,FALSE
comfort,0.054263908,7,0.05409819,FALSE
multistory,0.054267794,10,0.05409819,FALSE
ghatkoper,0.054269227,9,0.05409819,FALSE
belltown,0.054273812,8,0.05409819,FALSE
summit,0.05428061,6,0.05409819,FALSE
societygoregaon,0.054289745,15,0.05409819,FALSE
shahbad,0.054291783,7,0.05409819,FALSE
mirror,0.054301688,6,0.05409819,FALSE
fartabaad,0.054313121,9,0.05409819,FALSE
narbonne,0.054320238,8,0.05409819,FALSE
kushaigudaecil,0.054334127,14,0.05409819,FALSE
amritpurieast,0.054335124,13,0.05409819,FALSE
byraweshvara,0.054339228,12,0.05409819,FALSE
ramgyan,0.054340211,7,0.05409819,FALSE
pground,0.054340719,7,0.05409819,FALSE
armus,0.054342351,5,0.05409819,FALSE
kalna,0.054343073,5,0.05409819,FALSE
jawed,0.054344575,5,0.05409819,FALSE
tempo,0.054351897,5,0.05409819,FALSE
laggerre,0.054352193,8,0.05409819,FALSE
towerpyramid,0.054352353,12,0.05409819,FALSE
hummingbees,0.054354427,11,0.05409819,FALSE
fairmount,0.054355,9,0.05409819,FALSE
hyperpure,0.05435892,9,0.05409819,FALSE
vazhra,0.05436366,6,0.05409819,FALSE
morzaria,0.054364879,8,0.05409819,FALSE
clustermalkajgiri,0.054366875,17,0.05409819,FALSE
catefirst,0.054375344,9,0.05409819,FALSE
amrpali,0.054377282,7,0.05409819,FALSE
streetno,0.054377658,8,0.05409819,FALSE
hudsan,0.054379062,6,0.05409819,FALSE
bonbehari,0.054383001,9,0.05409819,FALSE
ionic,0.054384211,5,0.05409819,FALSE
highschool,0.054385112,10,0.05409819,FALSE
upkari,0.054391597,6,0.05409819,FALSE
kutwal,0.054395354,6,0.05409819,FALSE
citibank,0.054406423,8,0.05409819,FALSE
chuckoo,0.054410654,7,0.05409819,FALSE
devkar,0.05441778,6,0.05409819,FALSE
tameez,0.054418316,6,0.05409819,FALSE
summerfield,0.054422254,11,0.05409819,FALSE
soubhaagya,0.054422313,10,0.05409819,FALSE
rehaan,0.054424155,6,0.05409819,FALSE
ajmer,0.054438052,5,0.05409819,FALSE
uniqfin,0.05444407,7,0.05409819,FALSE
polypack,0.054454895,8,0.05409819,FALSE
roadgopalpuram,0.054455503,14,0.05409819,FALSE
sheikh,0.054456271,6,0.05409819,FALSE
thimmaiah,0.054456403,9,0.05409819,FALSE
ghaziab,0.054460931,7,0.05409819,FALSE
udaigiri,0.054461107,8,0.05409819,FALSE
nimhans,0.054463203,7,0.05409819,FALSE
manraj,0.054463792,6,0.05409819,FALSE
premnath,0.054465119,8,0.05409819,FALSE
alhasnath,0.054466898,9,0.05409819,FALSE
justcon,0.054468438,7,0.05409819,FALSE
dattus,0.054471898,6,0.05409819,FALSE
subbanna,0.05447775,8,0.05409819,FALSE
greenpalms,0.054482605,10,0.05409819,FALSE
cooppsociecty,0.054490013,13,0.05409819,FALSE
opptikona,0.054499365,9,0.05409819,FALSE
jobalia,0.054500577,7,0.05409819,FALSE
rdpanchmukhi,0.054502865,12,0.05409819,FALSE
souvik,0.05451053,6,0.05409819,FALSE
vallabhyogpushpa,0.054515563,16,0.05409819,FALSE
limited,0.054520204,7,0.05409819,FALSE
gruhalaxmi,0.054522324,10,0.05409819,FALSE
infosis,0.054523444,7,0.05409819,FALSE
ellem,0.054533107,5,0.05409819,FALSE
dilsukh,0.054534204,7,0.05409819,FALSE
technospace,0.054536224,11,0.05409819,FALSE
pragjyotishpur,0.054540041,14,0.05409819,FALSE
okkiayam,0.054544539,8,0.05409819,FALSE
abhyudaya,0.054546861,9,0.05409819,FALSE
srinivusa,0.05455079,9,0.05409819,FALSE
colonyroad,0.054551491,10,0.05409819,FALSE
patnis,0.054553095,6,0.05409819,FALSE
gillchrist,0.054553578,10,0.05409819,FALSE
force,0.054554901,5,0.05409819,FALSE
itopia,0.054555291,6,0.05409819,FALSE
hulmane,0.054558438,7,0.05409819,FALSE
upside,0.05456012,6,0.05409819,FALSE
anudev,0.054562604,6,0.05409819,FALSE
belezza,0.054563098,7,0.05409819,FALSE
hasnabad,0.054568546,8,0.05409819,FALSE
avvaiyar,0.054577494,8,0.05409819,FALSE
kensingtonasjr,0.054586981,14,0.05409819,FALSE
ridge,0.05459036,5,0.05409819,FALSE
rajkham,0.054592857,7,0.05409819,FALSE
sarvodhya,0.054601747,9,0.05409819,FALSE
conrad,0.054606867,6,0.05409819,FALSE
automotive,0.054607148,10,0.05409819,FALSE
munusamy,0.054613197,8,0.05409819,FALSE
fitness,0.054614936,7,0.05409819,FALSE
roadjeyaprakash,0.054616296,15,0.05409819,FALSE
nizamcolony,0.054620222,11,0.05409819,FALSE
necklacejewellerymangalsutrasetearringslonghighqualityrosegoldplatedchainonegramheavycoppersareeartificialzincneckwhitestonesilvernecklacejewellerycombotopsitemsimitationpendantfullranidesignsdabuhaarweddingjewelleryforbridenecklacesouthindiantemplehaldiyellowfloweramericandiamondsetsnecklacejewellerychokerearringssetjewelryforwomenladiesgirlssimpledesignlehenganecklacejhumkabridaljewellerywithkundanharamhandmadeadstoneantiquecollectionearringnecklacejhumkabridaljewellerywithkundanharamhandmadeadstoneantiquecollectionearringcountry,0.054624231,537,0.05409819,FALSE
trupthi,0.054624693,7,0.05409819,FALSE
arpita,0.054626855,6,0.05409819,FALSE
munigowda,0.054627602,9,0.05409819,FALSE
dodsworth,0.054637328,9,0.05409819,FALSE
rajtara,0.05464321,7,0.05409819,FALSE
shreewoods,0.054647224,10,0.05409819,FALSE
kenzo,0.054657945,5,0.05409819,FALSE
alekhya,0.054662214,7,0.05409819,FALSE
sameuddhi,0.054664403,9,0.05409819,FALSE
poisur,0.05467032,6,0.05409819,FALSE
parktulsi,0.054673274,9,0.05409819,FALSE
cornerview,0.054673534,10,0.05409819,FALSE
garfa,0.054673996,5,0.05409819,FALSE
bldgphase,0.054681334,9,0.05409819,FALSE
arrow,0.054682118,5,0.05409819,FALSE
egipura,0.054686449,7,0.05409819,FALSE
abhiruchi,0.054686805,9,0.05409819,FALSE
whitefields,0.054688105,11,0.05409819,FALSE
aashpura,0.054688883,8,0.05409819,FALSE
zzoho,0.054693046,5,0.05409819,FALSE
cholegoan,0.054696702,9,0.05409819,FALSE
mukhram,0.054698198,7,0.05409819,FALSE
pocketv,0.054700578,7,0.05409819,FALSE
plotab,0.054703743,6,0.05409819,FALSE
kauslaya,0.054710717,8,0.05409819,FALSE
empire,0.054712775,6,0.05409819,FALSE
jhowtala,0.054716078,8,0.05409819,FALSE
lakedew,0.054728849,7,0.05409819,FALSE
island,0.054729624,6,0.05409819,FALSE
mugalivkkam,0.054731094,11,0.05409819,FALSE
crosslakshmi,0.05473347,12,0.05409819,FALSE
ghazaibad,0.054735339,9,0.05409819,FALSE
secgurugram,0.054740241,11,0.05409819,FALSE
nemillicherry,0.054741743,13,0.05409819,FALSE
vigyaan,0.054744532,7,0.05409819,FALSE
kopou,0.054752834,5,0.05409819,FALSE
haddows,0.054755957,7,0.05409819,FALSE
exprss,0.054763346,6,0.05409819,FALSE
spirit,0.054763449,6,0.05409819,FALSE
snehapuri,0.054763821,9,0.05409819,FALSE
amethystelcot,0.054773322,13,0.05409819,FALSE
sailu,0.054775698,5,0.05409819,FALSE
mountainview,0.054788434,12,0.05409819,FALSE
maxblis,0.054791275,7,0.05409819,FALSE
chotu,0.054791993,5,0.05409819,FALSE
mohammed,0.054792911,8,0.05409819,FALSE
kothnur,0.054793005,7,0.05409819,FALSE
mohanram,0.054800136,8,0.05409819,FALSE
vrithaas,0.054802892,8,0.05409819,FALSE
schools,0.054810606,7,0.05409819,FALSE
roadcanara,0.054822669,10,0.05409819,FALSE
vrushti,0.054823119,7,0.05409819,FALSE
ravoos,0.05482373,6,0.05409819,FALSE
mubarkhpur,0.054824825,10,0.05409819,FALSE
farmhouse,0.054826361,9,0.05409819,FALSE
movie,0.05483025,5,0.05409819,FALSE
silverwood,0.054832108,10,0.05409819,FALSE
bethesda,0.05483752,8,0.05409819,FALSE
sayeeda,0.05484265,7,0.05409819,FALSE
kaustubh,0.054846084,8,0.05409819,FALSE
taurus,0.05486693,6,0.05409819,FALSE
transformer,0.054868198,11,0.05409819,FALSE
dalwai,0.054885671,6,0.05409819,FALSE
deepthi,0.054895423,7,0.05409819,FALSE
botanica,0.054898179,8,0.05409819,FALSE
pinnacle,0.054900343,8,0.05409819,FALSE
heimat,0.054911349,6,0.05409819,FALSE
aureate,0.05491381,7,0.05409819,FALSE
doddathoguru,0.054917064,12,0.05409819,FALSE
imrald,0.054924261,6,0.05409819,FALSE
omrchennai,0.054929241,10,0.05409819,FALSE
pratapgarh,0.05493279,10,0.05409819,FALSE
habibullah,0.054936965,10,0.05409819,FALSE
aspire,0.054937005,6,0.05409819,FALSE
stepsstone,0.054939086,10,0.05409819,FALSE
belthuru,0.054941764,8,0.05409819,FALSE
kuttai,0.054951353,6,0.05409819,FALSE
veneziab,0.05495456,8,0.05409819,FALSE
bmbhargav,0.054956628,9,0.05409819,FALSE
devaiah,0.054965717,7,0.05409819,FALSE
nunrture,0.0549669,8,0.05409819,FALSE
umasmruti,0.054968717,9,0.05409819,FALSE
aardra,0.054969001,6,0.05409819,FALSE
bsatsang,0.054969181,8,0.05409819,FALSE
bismal,0.054973545,6,0.05409819,FALSE
conlony,0.054973798,7,0.05409819,FALSE
scotland,0.054973868,8,0.05409819,FALSE
glory,0.054986385,5,0.05409819,FALSE
chowdhury,0.054988218,9,0.05409819,FALSE
realtors,0.054990374,8,0.05409819,FALSE
balcony,0.054992316,7,0.05409819,FALSE
haddy,0.055000174,5,0.05409819,FALSE
astabhujam,0.055002171,10,0.05409819,FALSE
jhilmil,0.055002623,7,0.05409819,FALSE
plotnumber,0.055002827,10,0.05409819,FALSE
ramji,0.055004498,5,0.05409819,FALSE
armaan,0.055011712,6,0.05409819,FALSE
assaye,0.055012595,6,0.05409819,FALSE
babusabpalya,0.055015399,12,0.05409819,FALSE
newas,0.055018242,5,0.05409819,FALSE
atlatis,0.055025549,7,0.05409819,FALSE
kaushmabi,0.055032531,9,0.05409819,FALSE
hlsarkar,0.055050255,8,0.05409819,FALSE
global,0.055056222,6,0.05409819,FALSE
palmbeach,0.055058205,9,0.05409819,FALSE
godhuli,0.055058452,7,0.05409819,FALSE
goodwill,0.055059731,8,0.05409819,FALSE
roadmalad,0.055060869,9,0.05409819,FALSE
gulab,0.055062194,5,0.05409819,FALSE
touchstone,0.055062715,10,0.05409819,FALSE
world,0.055065936,5,0.05409819,FALSE
heightsa,0.055072456,8,0.05409819,FALSE
dattusai,0.055075937,8,0.05409819,FALSE
squarea,0.055082546,7,0.05409819,FALSE
nolmabur,0.05508694,8,0.05409819,FALSE
roadbudigere,0.055088696,12,0.05409819,FALSE
mahul,0.055092485,5,0.05409819,FALSE
shejwal,0.055095662,7,0.05409819,FALSE
northwoods,0.055100299,10,0.05409819,FALSE
arcot,0.055101656,5,0.05409819,FALSE
siddaiah,0.055106338,8,0.05409819,FALSE
puzhuthivaakam,0.055108051,14,0.05409819,FALSE
roadkarol,0.055114397,9,0.05409819,FALSE
saneguruji,0.055126897,10,0.05409819,FALSE
salasarbrijbhoomi,0.055135252,17,0.05409819,FALSE
mulbagal,0.055136616,8,0.05409819,FALSE
muzzamil,0.055137028,8,0.05409819,FALSE
gohit,0.055140427,5,0.05409819,FALSE
druva,0.0551416,5,0.05409819,FALSE
cooks,0.055141746,5,0.05409819,FALSE
wework,0.055146338,6,0.05409819,FALSE
breezeth,0.055150645,8,0.05409819,FALSE
pioni,0.05515168,5,0.05409819,FALSE
krupac,0.055157757,6,0.05409819,FALSE
mathrrukrupa,0.055158535,12,0.05409819,FALSE
holspital,0.055166271,9,0.05409819,FALSE
behram,0.055176068,6,0.05409819,FALSE
mainjp,0.055179783,6,0.05409819,FALSE
anneswamy,0.055183959,9,0.05409819,FALSE
wildwood,0.055184053,8,0.05409819,FALSE
acropolis,0.055186942,9,0.05409819,FALSE
fazilpur,0.05518786,8,0.05409819,FALSE
roadram,0.055188872,7,0.05409819,FALSE
sophornia,0.055189552,9,0.05409819,FALSE
thuluvath,0.055196214,9,0.05409819,FALSE
etopia,0.055199145,6,0.05409819,FALSE
reuphoria,0.05519971,9,0.05409819,FALSE
tolygunge,0.055201245,9,0.05409819,FALSE
kukatpally,0.055207735,10,0.05409819,FALSE
newark,0.055214763,6,0.05409819,FALSE
adchini,0.055215676,7,0.05409819,FALSE
palmlands,0.05521688,9,0.05409819,FALSE
kamthe,0.055221172,6,0.05409819,FALSE
uthkrusta,0.05522365,9,0.05409819,FALSE
chnace,0.055237686,6,0.05409819,FALSE
sujata,0.055241445,6,0.05409819,FALSE
asirbad,0.055243277,7,0.05409819,FALSE
sriramulu,0.055247628,9,0.05409819,FALSE
jekegram,0.055252393,8,0.05409819,FALSE
asbestos,0.055256436,8,0.05409819,FALSE
towerlyric,0.055263091,10,0.05409819,FALSE
whitecliff,0.055265613,10,0.05409819,FALSE
gokkulam,0.055266172,8,0.05409819,FALSE
rajkiran,0.05526882,8,0.05409819,FALSE
bhoiguda,0.055271857,8,0.05409819,FALSE
hygrevar,0.055274541,8,0.05409819,FALSE
sayee,0.055277404,5,0.05409819,FALSE
kuttak,0.055278509,6,0.05409819,FALSE
auris,0.055279564,5,0.05409819,FALSE
enfield,0.055282562,7,0.05409819,FALSE
hviswa,0.055288698,6,0.05409819,FALSE
gotund,0.055292865,6,0.05409819,FALSE
dafodil,0.055297674,7,0.05409819,FALSE
crossgovindraj,0.055301482,14,0.05409819,FALSE
extensionpartnew,0.055303098,16,0.05409819,FALSE
hosekote,0.055306169,8,0.05409819,FALSE
cinoti,0.055309211,6,0.05409819,FALSE
madhuwan,0.055311984,8,0.05409819,FALSE
jyoti,0.055316359,5,0.05409819,FALSE
bhoirwadi,0.055326137,9,0.05409819,FALSE
gokuldas,0.055335883,8,0.05409819,FALSE
avntika,0.055341455,7,0.05409819,FALSE
tollygung,0.05534959,9,0.05409819,FALSE
vllla,0.055354677,5,0.05409819,FALSE
dhanlaxmi,0.055355954,9,0.05409819,FALSE
bhaskarrao,0.055360197,10,0.05409819,FALSE
mukai,0.055360948,5,0.05409819,FALSE
mediplus,0.055367253,8,0.05409819,FALSE
punjabibagh,0.05537163,11,0.05409819,FALSE
bougenvillea,0.055386177,12,0.05409819,FALSE
dhruva,0.055390304,6,0.05409819,FALSE
pettukola,0.055394954,9,0.05409819,FALSE
brichwood,0.055396061,9,0.05409819,FALSE
adhyaan,0.055398829,7,0.05409819,FALSE
sridev,0.055401882,6,0.05409819,FALSE
signity,0.055408186,7,0.05409819,FALSE
anjaih,0.055411114,6,0.05409819,FALSE
utkarsah,0.055411568,8,0.05409819,FALSE
sultanpalya,0.055412757,11,0.05409819,FALSE
earthcon,0.055417477,8,0.05409819,FALSE
streetkk,0.055418943,8,0.05409819,FALSE
roadeast,0.055419962,8,0.05409819,FALSE
snehwardhini,0.055446767,12,0.05409819,FALSE
chhaprauli,0.055451359,10,0.05409819,FALSE
paddy,0.055453779,5,0.05409819,FALSE
dynasty,0.055453782,7,0.05409819,FALSE
calliope,0.055454056,8,0.05409819,FALSE
sucheta,0.055455208,7,0.05409819,FALSE
akurli,0.055456008,6,0.05409819,FALSE
infocity,0.055459963,8,0.05409819,FALSE
layoutcisco,0.055470646,11,0.05409819,FALSE
chuim,0.055478929,5,0.05409819,FALSE
societyprembagahkoti,0.055481709,20,0.05409819,FALSE
tanki,0.055484186,5,0.05409819,FALSE
roadyeswanthpur,0.055484824,15,0.05409819,FALSE
anjoli,0.055494031,6,0.05409819,FALSE
chownk,0.055494861,6,0.05409819,FALSE
rohra,0.055502301,5,0.05409819,FALSE
rupee,0.055504754,5,0.05409819,FALSE
vrbhide,0.055507684,7,0.05409819,FALSE
boutique,0.055517354,8,0.05409819,FALSE
nivedhha,0.055524233,8,0.05409819,FALSE
roadpurasaiwakkam,0.055528402,17,0.05409819,FALSE
madhukunj,0.055530933,9,0.05409819,FALSE
bryony,0.055537441,6,0.05409819,FALSE
apartmdnts,0.055545902,10,0.05409819,FALSE
shibtala,0.055552611,8,0.05409819,FALSE
glowrious,0.055561793,9,0.05409819,FALSE
hemiadruga,0.055563856,10,0.05409819,FALSE
citizens,0.055566583,8,0.05409819,FALSE
sukhi,0.055570536,5,0.05409819,FALSE
kismet,0.055572272,6,0.05409819,FALSE
jusab,0.055581773,5,0.05409819,FALSE
beacon,0.055590864,6,0.05409819,FALSE
delhibabu,0.055603775,9,0.05409819,FALSE
bagdola,0.055606289,7,0.05409819,FALSE
streetdrkanu,0.055606533,12,0.05409819,FALSE
tippu,0.055607612,5,0.05409819,FALSE
seaward,0.055608826,7,0.05409819,FALSE
fakhruddin,0.055609366,10,0.05409819,FALSE
burrows,0.055616347,7,0.05409819,FALSE
bismillha,0.055622825,9,0.05409819,FALSE
hatkes,0.055642152,6,0.05409819,FALSE
fusion,0.055649227,6,0.05409819,FALSE
csector,0.055653892,7,0.05409819,FALSE
capstone,0.05566147,8,0.05409819,FALSE
constructed,0.055661779,11,0.05409819,FALSE
reliaable,0.055665681,9,0.05409819,FALSE
techweb,0.055675351,7,0.05409819,FALSE
pravruddhah,0.055677701,11,0.05409819,FALSE
durgams,0.055679485,7,0.05409819,FALSE
shahdra,0.055683689,7,0.05409819,FALSE
xfactor,0.055689181,7,0.05409819,FALSE
saylee,0.055702838,6,0.05409819,FALSE
yuvalok,0.055704634,7,0.05409819,FALSE
professors,0.055705545,10,0.05409819,FALSE
majjid,0.055709179,6,0.05409819,FALSE
jhanki,0.055711868,6,0.05409819,FALSE
marredpally,0.055712075,11,0.05409819,FALSE
aptblock,0.055717201,8,0.05409819,FALSE
accenture,0.055719398,9,0.05409819,FALSE
brentwood,0.055727925,9,0.05409819,FALSE
lalbagh,0.055729392,7,0.05409819,FALSE
aablockdefence,0.055732963,14,0.05409819,FALSE
raindrops,0.055739343,9,0.05409819,FALSE
shramsafalya,0.055739421,12,0.05409819,FALSE
beaumonte,0.055739497,9,0.05409819,FALSE
iccolony,0.055744667,8,0.05409819,FALSE
bargiv,0.055751473,6,0.05409819,FALSE
nizampet,0.055755883,8,0.05409819,FALSE
silverspringtowerflatnoa,0.055759842,24,0.05409819,FALSE
nohajipur,0.055761358,9,0.05409819,FALSE
amruta,0.055763822,6,0.05409819,FALSE
harmoney,0.055764378,8,0.05409819,FALSE
amruth,0.055765092,6,0.05409819,FALSE
castaliaa,0.055768541,9,0.05409819,FALSE
santacruze,0.055769898,10,0.05409819,FALSE
aashram,0.05576997,7,0.05409819,FALSE
premlane,0.055785277,8,0.05409819,FALSE
ushkebhavi,0.055789425,10,0.05409819,FALSE
veydaanta,0.055790294,9,0.05409819,FALSE
hospitals,0.055792049,9,0.05409819,FALSE
marriot,0.055792147,7,0.05409819,FALSE
woodlands,0.055794392,9,0.05409819,FALSE
munnekolal,0.055807328,10,0.05409819,FALSE
bright,0.055809424,6,0.05409819,FALSE
misri,0.055810555,5,0.05409819,FALSE
samruddhi,0.055819451,9,0.05409819,FALSE
aloevera,0.05582337,8,0.05409819,FALSE
aleap,0.055824561,5,0.05409819,FALSE
shahtaz,0.055824899,7,0.05409819,FALSE
nedunchezian,0.055832928,12,0.05409819,FALSE
kunjsector,0.055834624,10,0.05409819,FALSE
multistorey,0.05584357,11,0.05409819,FALSE
butterfly,0.055851404,9,0.05409819,FALSE
razak,0.055853943,5,0.05409819,FALSE
parknear,0.055854701,8,0.05409819,FALSE
xxclusive,0.055855063,9,0.05409819,FALSE
bismillah,0.055856442,9,0.05409819,FALSE
jaffer,0.055858185,6,0.05409819,FALSE
parrsssva,0.0558641,9,0.05409819,FALSE
effile,0.055881897,6,0.05409819,FALSE
neetu,0.055886496,5,0.05409819,FALSE
safran,0.055891008,6,0.05409819,FALSE
excise,0.055897409,6,0.05409819,FALSE
anugrah,0.055905192,7,0.05409819,FALSE
colonykukatpally,0.055906064,16,0.05409819,FALSE
placido,0.055907357,7,0.05409819,FALSE
avanuv,0.055914736,6,0.05409819,FALSE
yukthas,0.055922072,7,0.05409819,FALSE
behund,0.055924268,6,0.05409819,FALSE
appasaheb,0.055927578,9,0.05409819,FALSE
gokuldam,0.055934845,8,0.05409819,FALSE
treetops,0.055938196,8,0.05409819,FALSE
puppalguda,0.055938345,10,0.05409819,FALSE
patpargunj,0.055939208,10,0.05409819,FALSE
samajh,0.055948694,6,0.05409819,FALSE
ayurvedic,0.055949108,9,0.05409819,FALSE
lemongraz,0.055950992,9,0.05409819,FALSE
kamway,0.055956772,6,0.05409819,FALSE
venkatdri,0.055969268,9,0.05409819,FALSE
oberio,0.055977393,6,0.05409819,FALSE
canpark,0.055978845,7,0.05409819,FALSE
kiruba,0.055979774,6,0.05409819,FALSE
atlantisecc,0.055982791,11,0.05409819,FALSE
abhimanyudu,0.055983837,11,0.05409819,FALSE
bluemoon,0.055988931,8,0.05409819,FALSE
chokigoregaon,0.056000034,13,0.05409819,FALSE
mighty,0.056003734,6,0.05409819,FALSE
taenclave,0.056013701,9,0.05409819,FALSE
bapusaheb,0.056018388,9,0.05409819,FALSE
gazdar,0.056023159,6,0.05409819,FALSE
munni,0.056029134,5,0.05409819,FALSE
tulshetpada,0.056044033,11,0.05409819,FALSE
coliseum,0.056045252,8,0.05409819,FALSE
roopkala,0.056048292,8,0.05409819,FALSE
adibaba,0.056050641,7,0.05409819,FALSE
puzhuthiwakkam,0.056051037,14,0.05409819,FALSE
chibber,0.056056347,7,0.05409819,FALSE
almakkah,0.056057003,8,0.05409819,FALSE
monnekolla,0.056057419,10,0.05409819,FALSE
comsary,0.056064398,7,0.05409819,FALSE
flatno,0.056072188,6,0.05409819,FALSE
norams,0.056072752,6,0.05409819,FALSE
rosewood,0.056073777,8,0.05409819,FALSE
ethnic,0.056074262,6,0.05409819,FALSE
vadavli,0.056077811,7,0.05409819,FALSE
ramcons,0.056082146,7,0.05409819,FALSE
thube,0.056087515,5,0.05409819,FALSE
information,0.056099241,11,0.05409819,FALSE
deeplaxmi,0.056112647,9,0.05409819,FALSE
whitefieldhoskote,0.056115026,17,0.05409819,FALSE
rusabh,0.056116344,6,0.05409819,FALSE
gowlidodi,0.056118887,9,0.05409819,FALSE
rahatni,0.056128862,7,0.05409819,FALSE
niwas,0.056134171,5,0.05409819,FALSE
vamsiramjyoti,0.0561356,13,0.05409819,FALSE
ramdevi,0.056140946,7,0.05409819,FALSE
aarya,0.056145928,5,0.05409819,FALSE
wingtulive,0.056147434,10,0.05409819,FALSE
ghoddev,0.056150456,7,0.05409819,FALSE
castleth,0.056155992,8,0.05409819,FALSE
nafeesa,0.056161991,7,0.05409819,FALSE
conron,0.056162049,6,0.05409819,FALSE
annabhau,0.05616631,8,0.05409819,FALSE
pudhu,0.056167111,5,0.05409819,FALSE
woodwinds,0.056169266,9,0.05409819,FALSE
nestonix,0.056178117,8,0.05409819,FALSE
gokula,0.056178233,6,0.05409819,FALSE
cyberconnect,0.056178767,12,0.05409819,FALSE
adreano,0.056183336,7,0.05409819,FALSE
innovation,0.056188498,10,0.05409819,FALSE
dabri,0.056191745,5,0.05409819,FALSE
amrthuhalli,0.056193171,11,0.05409819,FALSE
avenuechs,0.056193308,9,0.05409819,FALSE
sukoon,0.056198249,6,0.05409819,FALSE
tavrkere,0.056200127,8,0.05409819,FALSE
mathews,0.056200851,7,0.05409819,FALSE
brussels,0.056203751,8,0.05409819,FALSE
noflat,0.056203939,6,0.05409819,FALSE
deepmala,0.056210705,8,0.05409819,FALSE
efficiency,0.05621459,10,0.05409819,FALSE
citiscape,0.056226772,9,0.05409819,FALSE
chowki,0.056233298,6,0.05409819,FALSE
nugen,0.056235242,5,0.05409819,FALSE
flying,0.056237876,6,0.05409819,FALSE
munnekolela,0.056245012,11,0.05409819,FALSE
sofrance,0.056250955,8,0.05409819,FALSE
woodsman,0.056257674,8,0.05409819,FALSE
shreemukh,0.05626449,9,0.05409819,FALSE
patelguda,0.056271882,9,0.05409819,FALSE
devtara,0.056275524,7,0.05409819,FALSE
kiwale,0.056278746,6,0.05409819,FALSE
arunotic,0.056279385,8,0.05409819,FALSE
layoutjunna,0.056285133,11,0.05409819,FALSE
nilmoni,0.05629922,7,0.05409819,FALSE
klassik,0.056300266,7,0.05409819,FALSE
